Row Number,MAC Address,Channel Name,Partial Service,Frequency (MHz),Modulation,Status,Tx Power (dBmV),Rx Power (dBmV),Attenuation (dB),MER (dB),SNR (dB),SNR Deviation (σ),CCER+CER (%),CER (%),Spectral Response (dB),Composite Equalization [NMTER] (dB),Group Response [PREMTTER] (dB),Echo Response [POSTMTTER] (dB),Deviation of Echo Response (σ),Latest Proactive Scan,Latest Outage Scan
103,08:7E:64:44:E5:FC,Integrated-Cable1/0/3-downstream26,none,807,QAM-256,Online,N/A,11.6,N/A,41.4,41.5,0,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
104,58:2F:F7:8E:4D:98,Integrated-Cable1/0/0-downstream2,none,615,QAM-256,Online,N/A,0.4,N/A,41.6,41.5,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
105,58:2F:F7:8E:4D:98,Integrated-Cable1/0/0-downstream8,none,651,QAM-256,Online,N/A,-0.2,N/A,41.6,41.5,0,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
106,58:2F:F7:8E:4D:98,Integrated-Cable1/0/0-downstream9,none,657,QAM-256,Online,N/A,-0.3,N/A,41.6,41.5,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
107,58:2F:F7:8E:4D:98,Integrated-Cable1/0/0-downstream11,none,669,QAM-256,Online,N/A,-0.5,N/A,41.6,41.5,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
108,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream19,none,717,QAM-256,Online,N/A,-1.1,N/A,41.4,41.5,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
109,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream23,none,741,QAM-256,Online,N/A,-1.3,N/A,41.5,41.5,0.1,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
110,7C:16:89:BA:6A:41,Integrated-Cable1/0/0-downstream15,none,693,QAM-256,Online,N/A,-2.7,N/A,41.5,41.5,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
111,7C:16:89:BA:6A:41,Integrated-Cable1/0/0-downstream16,none,699,QAM-256,Online,N/A,-2.7,N/A,41.5,41.5,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
112,7C:16:89:BA:6A:41,Integrated-Cable1/0/0-downstream17,none,705,QAM-256,Online,N/A,-2.7,N/A,41.5,41.5,0.1,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
113,EC:BE:DD:AF:96:D8,Integrated-Cable1/0/0-downstream8,none,651,QAM-256,Online,N/A,-3.4,N/A,41.3,41.4,0.2,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
114,EC:BE:DD:AF:96:D8,Integrated-Cable1/0/0-downstream13,none,681,QAM-256,Online,N/A,-3.4,N/A,41.4,41.4,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
115,EC:BE:DD:AF:96:D8,Integrated-Cable1/0/0-downstream20,none,723,QAM-256,Online,N/A,-3.2,N/A,41.5,41.4,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
116,EC:BE:DD:AF:96:D8,Integrated-Cable1/0/0-downstream24,none,747,QAM-256,Online,N/A,-3.8,N/A,41.4,41.4,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
117,34:49:5B:85:0E:E3,Integrated-Cable1/0/0-downstream17,none,705,QAM-256,Online,N/A,1.1,N/A,41.4,41.4,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
118,34:49:5B:85:0E:E3,Integrated-Cable1/0/0-downstream19,none,717,QAM-256,Online,N/A,1.1,N/A,41.4,41.4,0.1,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
119,8C:FD:DE:91:B7:53,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,6.5,N/A,41.4,41.4,0,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
120,8C:FD:DE:91:B7:53,Integrated-Cable1/0/3-downstream25,none,801,QAM-256,Online,N/A,6.5,N/A,41.4,41.4,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
121,8C:FD:DE:91:B7:53,Integrated-Cable1/0/3-downstream26,none,807,QAM-256,Online,N/A,6.7,N/A,41.4,41.4,0,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
122,84:01:12:30:57:09,Integrated-Cable1/0/3-downstream26,none,807,QAM-256,Online,N/A,14.4,N/A,41.3,41.4,0,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
123,F4:C1:14:EC:3F:34,Integrated-Cable1/0/0-downstream1,none,609,QAM-256,Online,N/A,1.3,N/A,41.4,41.4,0,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
124,F4:C1:14:EC:3F:34,Integrated-Cable1/0/0-downstream5,none,633,QAM-256,Online,N/A,1.5,N/A,41.4,41.4,0,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
125,F4:C1:14:EC:3F:34,Integrated-Cable1/0/0-downstream11,none,669,QAM-256,Online,N/A,1.9,N/A,41.5,41.4,0,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
126,18:1E:78:CB:57:AA,Integrated-Cable1/0/3-downstream8,none,651,QAM-256,Online,N/A,12.7,N/A,41.4,41.4,0.5,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
127,18:1E:78:CB:57:AA,Integrated-Cable1/0/3-downstream9,none,657,QAM-256,Online,N/A,13,N/A,41.4,41.4,0.5,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
128,18:1E:78:CB:57:AA,Integrated-Cable1/0/3-downstream10,none,663,QAM-256,Online,N/A,13.2,N/A,41.3,41.4,0.5,0,0,39,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
129,18:1E:78:CB:57:AA,Integrated-Cable1/0/3-downstream11,none,669,QAM-256,Online,N/A,13.3,N/A,41.4,41.4,0.5,0,0,38,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
130,18:1E:78:CB:57:AA,Integrated-Cable1/0/3-downstream12,none,675,QAM-256,Online,N/A,13.3,N/A,41.4,41.4,0.5,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
131,18:1E:78:CB:57:AA,Integrated-Cable1/0/3-downstream13,none,681,QAM-256,Online,N/A,13.2,N/A,41.4,41.4,0.5,0,0,37,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
132,08:7E:64:44:E5:FC,Integrated-Cable1/0/3-downstream25,none,801,QAM-256,Online,N/A,11.6,N/A,41.4,41.4,0,0,0,27,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
133,08:7E:64:44:E5:FC,Integrated-Cable1/0/3-downstream27,none,813,QAM-256,Online,N/A,11.6,N/A,41.3,41.4,0,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
134,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream14,none,687,QAM-256,Online,N/A,-0.9,N/A,41.4,41.4,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
135,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream15,none,693,QAM-256,Online,N/A,-1.3,N/A,41.4,41.4,0,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
136,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream16,none,699,QAM-256,Online,N/A,-1.2,N/A,41.4,41.4,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
137,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream17,none,705,QAM-256,Online,N/A,-1.1,N/A,41.4,41.4,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
138,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream18,none,711,QAM-256,Online,N/A,-1.1,N/A,41.4,41.4,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
139,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream24,none,747,QAM-256,Online,N/A,-1.6,N/A,41.3,41.4,0.1,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
140,7C:16:89:BA:6A:41,Integrated-Cable1/0/0-downstream23,none,741,QAM-256,Online,N/A,-3.4,N/A,41.3,41.4,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
141,EC:BE:DD:AF:96:D8,Integrated-Cable1/0/0-downstream3,none,621,QAM-256,Online,N/A,-3.3,N/A,41.3,41.3,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
142,EC:BE:DD:AF:96:D8,Integrated-Cable1/0/0-downstream4,none,627,QAM-256,Online,N/A,-3.3,N/A,41.4,41.3,0.1,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
143,EC:BE:DD:AF:96:D8,Integrated-Cable1/0/0-downstream7,none,645,QAM-256,Online,N/A,-3.6,N/A,41.4,41.3,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
144,EC:BE:DD:AF:96:D8,Integrated-Cable1/0/0-downstream9,none,657,QAM-256,Online,N/A,-3.4,N/A,41.3,41.3,0.1,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
145,EC:BE:DD:AF:96:D8,Integrated-Cable1/0/0-downstream10,none,663,QAM-256,Online,N/A,-3.3,N/A,41.2,41.3,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
146,EC:BE:DD:AF:96:D8,Integrated-Cable1/0/0-downstream11,none,669,QAM-256,Online,N/A,-3.2,N/A,41.3,41.3,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
147,34:49:5B:85:0E:E3,Integrated-Cable1/0/0-downstream3,none,621,QAM-256,Online,N/A,1,N/A,41.2,41.3,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
148,34:49:5B:85:0E:E3,Integrated-Cable1/0/0-downstream4,none,627,QAM-256,Online,N/A,0.9,N/A,41.3,41.3,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
149,34:49:5B:85:0E:E3,Integrated-Cable1/0/0-downstream5,none,633,QAM-256,Online,N/A,1,N/A,41.4,41.3,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
150,34:49:5B:85:0E:E3,Integrated-Cable1/0/0-downstream6,none,639,QAM-256,Online,N/A,0.8,N/A,41.3,41.3,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
151,34:49:5B:85:0E:E3,Integrated-Cable1/0/0-downstream13,none,681,QAM-256,Online,N/A,0.8,N/A,41.3,41.3,0.1,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
152,34:49:5B:85:0E:E3,Integrated-Cable1/0/0-downstream14,none,687,QAM-256,Online,N/A,0.9,N/A,41.3,41.3,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
153,54:47:CC:50:31:2A,Integrated-Cable1/0/3-downstream26,none,807,QAM-256,Online,N/A,2.9,N/A,41.2,41.3,0.1,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
154,6C:55:E8:C1:0C:C4,Integrated-Cable1/0/3-downstream25,none,801,QAM-256,Online,N/A,5.6,N/A,41.3,41.3,0,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
155,8C:FD:DE:91:B7:53,Integrated-Cable1/0/3-downstream22,none,735,QAM-256,Online,N/A,6.3,N/A,41.2,41.3,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
156,8C:FD:DE:91:B7:53,Integrated-Cable1/0/3-downstream23,none,741,QAM-256,Online,N/A,6.6,N/A,41.3,41.3,0,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
157,8C:FD:DE:91:B7:53,Integrated-Cable1/0/3-downstream27,none,813,QAM-256,Online,N/A,6.6,N/A,41.3,41.3,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
158,84:01:12:30:57:09,Integrated-Cable1/0/3-downstream25,none,801,QAM-256,Online,N/A,14.4,N/A,41.3,41.3,0,0,0,27,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
159,84:01:12:30:57:09,Integrated-Cable1/0/3-downstream27,none,813,QAM-256,Online,N/A,14.4,N/A,41.2,41.3,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
160,F4:C1:14:EC:3F:34,Integrated-Cable1/0/0-downstream2,none,615,QAM-256,Online,N/A,1.2,N/A,41.3,41.3,0,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
161,F4:C1:14:EC:3F:34,Integrated-Cable1/0/0-downstream3,none,621,QAM-256,Online,N/A,1.2,N/A,41.3,41.3,0,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
162,F4:C1:14:EC:3F:34,Integrated-Cable1/0/0-downstream4,none,627,QAM-256,Online,N/A,1.2,N/A,41.3,41.3,0,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
163,F4:C1:14:EC:3F:34,Integrated-Cable1/0/0-downstream27,none,813,QAM-256,Online,N/A,1.8,N/A,41.2,41.3,0,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
164,08:7E:64:44:E5:FC,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,11.4,N/A,41.3,41.3,0,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
165,08:7E:64:44:E5:FC,Integrated-Cable1/0/3-downstream28,none,819,QAM-256,Online,N/A,11.6,N/A,41.3,41.3,0,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
166,08:7E:64:44:E5:FC,Integrated-Cable1/0/3-downstream29,none,825,QAM-256,Online,N/A,11.5,N/A,41.2,41.3,0,0,0,27,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
167,08:7E:64:44:E5:FC,Integrated-Cable1/0/3-downstream30,none,831,QAM-256,Online,N/A,11.4,N/A,41.2,41.3,0,0,0,27,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
168,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream0,none,603,QAM-256,Online,N/A,-0.9,N/A,41.3,41.3,0.1,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
169,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream1,none,609,QAM-256,Online,N/A,-1.2,N/A,41.3,41.3,0.1,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
170,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream3,none,621,QAM-256,Online,N/A,-1,N/A,41.3,41.3,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
171,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream4,none,627,QAM-256,Online,N/A,-0.9,N/A,41.3,41.3,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
172,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream5,none,633,QAM-256,Online,N/A,-1,N/A,41.3,41.3,0,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
173,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream6,none,639,QAM-256,Online,N/A,-1.1,N/A,41.3,41.3,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
174,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream7,none,645,QAM-256,Online,N/A,-1.1,N/A,41.4,41.3,0,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
175,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream8,none,651,QAM-256,Online,N/A,-1,N/A,41.2,41.3,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
176,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream10,none,663,QAM-256,Online,N/A,-1,N/A,41.2,41.3,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
177,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream13,none,681,QAM-256,Online,N/A,-1.1,N/A,41.3,41.3,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
178,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream20,none,723,QAM-256,Online,N/A,-1.3,N/A,41.3,41.3,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
179,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream21,none,729,QAM-256,Online,N/A,-1.3,N/A,41.3,41.3,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
180,38:3F:B3:C0:7D:DC,Integrated-Cable1/0/0-downstream22,none,735,QAM-256,Online,N/A,-1.5,N/A,41.3,41.3,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
181,7C:16:89:BA:6A:41,Integrated-Cable1/0/0-downstream5,none,633,QAM-256,Online,N/A,-3.4,N/A,41.3,41.3,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
182,7C:16:89:BA:6A:41,Integrated-Cable1/0/0-downstream6,none,639,QAM-256,Online,N/A,-3.3,N/A,41.3,41.3,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
183,7C:16:89:BA:6A:41,Integrated-Cable1/0/0-downstream13,none,681,QAM-256,Online,N/A,-3.1,N/A,41.3,41.3,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
184,7C:16:89:BA:6A:41,Integrated-Cable1/0/0-downstream22,none,735,QAM-256,Online,N/A,-3.2,N/A,41.3,41.3,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
185,7C:16:89:BA:6A:41,Integrated-Cable1/0/0-downstream24,none,747,QAM-256,Online,N/A,-3.5,N/A,41.3,41.3,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
186,34:49:5B:85:0E:E3,Integrated-Cable1/0/0-downstream7,none,645,QAM-256,Online,N/A,0.3,N/A,41.2,41.2,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
187,34:49:5B:85:0E:E3,Integrated-Cable1/0/0-downstream8,none,651,QAM-256,Online,N/A,0.5,N/A,41.2,41.2,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
188,34:49:5B:85:0E:E3,Integrated-Cable1/0/0-downstream22,none,735,QAM-256,Online,N/A,0.6,N/A,41.2,41.2,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
189,34:49:5B:85:0E:E3,Integrated-Cable1/0/0-downstream23,none,741,QAM-256,Online,N/A,0.5,N/A,41.2,41.2,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
190,34:49:5B:85:0E:E3,Integrated-Cable1/0/0-downstream24,none,747,QAM-256,Online,N/A,0.3,N/A,41.2,41.2,0.1,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
191,54:47:CC:50:31:2A,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,2.6,N/A,41.2,41.2,0,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
192,54:47:CC:50:31:2A,Integrated-Cable1/0/3-downstream27,none,813,QAM-256,Online,N/A,2.9,N/A,41.1,41.2,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
193,84:1E:A3:91:13:24,Integrated-Cable1/0/0-downstream14,none,687,QAM-256,Online,N/A,3,N/A,41.1,41.2,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
194,84:1E:A3:91:13:24,Integrated-Cable1/0/0-downstream15,none,693,QAM-256,Online,N/A,2.8,N/A,41.2,41.2,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
195,84:1E:A3:91:13:24,Integrated-Cable1/0/0-downstream16,none,699,QAM-256,Online,N/A,2.8,N/A,41.2,41.2,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
196,84:1E:A3:91:13:24,Integrated-Cable1/0/0-downstream17,none,705,QAM-256,Online,N/A,2.8,N/A,41.2,41.2,0.1,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
197,84:1E:A3:91:13:24,Integrated-Cable1/0/0-downstream19,none,717,QAM-256,Online,N/A,2.7,N/A,41.2,41.2,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
198,A0:FF:70:25:F5:4C,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,7.4,N/A,41.1,41.2,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
199,6C:55:E8:C1:0C:C4,Integrated-Cable1/0/3-downstream22,none,735,QAM-256,Online,N/A,5.5,N/A,41.1,41.2,0,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
200,6C:55:E8:C1:0C:C4,Integrated-Cable1/0/3-downstream23,none,741,QAM-256,Online,N/A,5.3,N/A,41.1,41.2,0,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
201,6C:55:E8:C1:0C:C4,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,5.4,N/A,41.2,41.2,0,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
202,6C:55:E8:C1:0C:C4,Integrated-Cable1/0/3-downstream26,none,807,QAM-256,Online,N/A,5.3,N/A,41.2,41.2,0,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
203,F4:C1:14:AB:3A:F4,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,0.4,N/A,41.2,41.2,0.1,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
204,F4:C1:14:AB:3A:F4,Integrated-Cable1/0/3-downstream26,none,807,QAM-256,Online,N/A,0.6,N/A,41.2,41.2,0.1,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
205,8C:FD:DE:91:B7:53,Integrated-Cable1/0/3-downstream15,none,693,QAM-256,Online,N/A,5.9,N/A,41.2,41.2,0,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
206,8C:FD:DE:91:B7:53,Integrated-Cable1/0/3-downstream19,none,717,QAM-256,Online,N/A,6.1,N/A,41.2,41.2,0,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
